"itaee_c","Q1","Q2","Q3","Q4","itaee_log","itaee_c1","itaee_c2","inpc_general_c1","desocup","ied_mxp_log","usindpro_log","pibp12mes_e","gtopgj_pc"
"2006Q4",5.2039220499,1,0,0,1,2.0504345269,3.834452093,5.7126003142,2.7878773812,4.4319531015,2.8221159521,1.9822059332,3.7396774194,7.0205995013
"2007Q1",3.06045146,1,0,0,0,2.0495430466,7.3697020174,3.834452093,3.4233261737,4.1440057337,2.9318559797,1.9862640145,3.635483871,6.9102681262
"2007Q2",2.7537429379,1,1,0,0,2.0708683438,7.4288791353,7.3697020174,2.2100713923,4.3966385159,3.5119870991,1.9890164937,3.5044117647,6.9076556015
"2007Q3",6.0089000707,1,0,1,0,2.0566813282,3.2306496053,7.4288791353,2.704134403,4.9036016422,3.4027857122,1.9905856842,3.4184848485,6.9050430768
"2007Q4",5.017888175,1,0,0,1,2.0724664577,5.2039220499,3.2306496053,3.2711249165,5.0984827065,3.9342952536,1.9912381885,3.4645454545,6.9024305521
"2008Q1",2.6150975536,1,0,0,0,2.0626350872,3.06045146,5.2039220499,3.5854732956,5.6859556014,3.2144700433,1.9952639116,3.3674193548,6.9847156357
"2008Q2",2.7815313471,1,1,0,0,2.0826659944,2.7537429379,3.06045146,3.7246125791,5.279670717,3.1830071303,2.0004022599,3.4309090909,6.982103111
"2008Q3",2.6713261508,1,0,1,0,2.0820236566,6.0089000707,2.7537429379,3.6202585651,5.1939086675,-2.9056419349,2.0016301734,3.508125,6.9794905862
"2008Q4",-1.0787054954,1,0,0,1,2.0937297384,5.017888175,6.0089000707,3.8861670431,5.4320721831,3.8463220064,2.0026664724,3.4925806452,6.9768780615
"2009Q1",-6.4429852704,1,0,0,0,2.0738463495,2.6150975536,5.017888175,3.7142904593,5.6169545543,3.5653142224,2.0011658174,3.7710322581,7.004337469
"2009Q2",-8.1597725429,1,1,0,0,2.0945810783,2.7815313471,2.6150975536,4.6345904667,4.6928436273,3.5819152235,1.9949860463,3.6216129032,7.0017249443
"2009Q3",-6.0593143628,1,0,1,0,2.0934728282,2.6713261508,2.7815313471,5.2458412402,4.9507154465,3.8561617139,1.9809775837,3.3943333333,6.9991124196
"2009Q4",-0.0613155666,1,0,0,1,2.0890195294,-1.0787054954,2.6713261508,5.249859808,4.8743278884,3.4752870686,1.9621678495,3.3303225806,6.9964998949
"2010Q1",7.4516720444,1,0,0,0,2.0449227051,-6.4429852704,-1.0787054954,4.8727382863,6.2730326955,3.9845650883,1.9381628367,3.3909705882,7.0492118827
"2010Q2",10.9251243251,1,1,0,0,2.057614029,-8.1597725429,-6.4429852704,4.3557925981,7.0137898589,3.5624381916,1.9255821091,3.2456,7.0465993579
"2010Q3",10.1219831787,1,0,1,0,2.0663265538,-6.0593143628,-8.1597725429,4.1673301846,7.560406807,-2.5952673523,1.9307898116,2.51125,7.0439868332
"2010Q4",6.8162539195,1,0,0,1,2.0887531576,-0.0613155666,-6.0593143628,3.9747487866,7.4610360466,3.9624866663,1.9376952178,-0.11,7.0413743085
"2011Q1",4.9067365893,1,0,0,0,2.076135883,7.4516720444,-0.0613155666,6.0012228229,6.8088297485,3.9352775557,1.9465121974,1.6203225806,7.0866664329
"2011Q2",4.2685274978,1,1,0,0,2.1026439531,10.9251243251,7.4516720444,5.2411133949,6.3802743269,2.8955289555,1.9555549889,2.0466666667,7.0840539082
"2011Q3",3.9853527934,1,0,1,0,2.1082005778,10.1219831787,10.9251243251,4.4770282916,6.852195123,3.2455727375,1.9621133564,2.8206896552,7.0814413835
